Time,RadioId,TagId,TagRSSI
2021-04-17 18:55:35,2,61662D7F,-108
2021-04-17 18:56:28,3,61662D7F,-108
2021-04-17 18:55:14,3,61662D7F,-107
2021-04-17 18:57:11,3,61662D7F,-107
2021-04-17 18:57:54,3,61662D7F,-107
2021-04-17 19:03:34,2,61662D7F,-107
2021-04-17 19:38:36,3,61662D7F,-107
2021-04-17 19:41:03,3,61662D7F,-107
2021-04-17 19:46:13,4,61662D7F,-107
2021-04-17 19:49:25,3,61662D7F,-107
2021-04-17 19:54:02,3,61662D7F,-107
2021-04-17 18:53:18,3,61662D7F,-106
2021-04-17 18:57:00,3,61662D7F,-106
2021-04-17 19:04:16,5,61662D7F,-106
2021-04-17 19:54:34,3,61662D7F,-106
2021-04-17 20:09:53,4,61662D7F,-106
2021-04-17 18:55:46,3,61662D7F,-105
2021-04-17 19:04:38,1,61662D7F,-105
2021-04-17 19:12:36,1,61662D7F,-105
2021-04-17 19:13:48,4,61662D7F,-105
2021-04-17 19:42:29,1,61662D7F,-105
2021-04-17 19:55:38,1,61662D7F,-105
2021-04-17 19:57:45,3,61662D7F,-105
2021-04-17 18:49:20,4,61662D7F,-104
2021-04-17 18:54:21,3,61662D7F,-104
2021-04-17 18:56:18,3,61662D7F,-104
2021-04-17 18:58:15,3,61662D7F,-104
2021-04-17 19:00:01,3,61662D7F,-104
2021-04-17 19:00:33,3,61662D7F,-104
2021-04-17 19:04:16,1,61662D7F,-104
2021-04-17 19:04:27,1,61662D7F,-104
2021-04-17 19:04:27,5,61662D7F,-104
2021-04-17 19:04:59,5,61662D7F,-104
2021-04-17 19:15:01,5,61662D7F,-104
2021-04-17 19:17:39,1,61662D7F,-104
2021-04-17 19:18:00,1,61662D7F,-104
2021-04-17 19:19:56,1,61662D7F,-104
2021-04-17 19:25:45,1,61662D7F,-104
2021-04-17 19:28:55,3,61662D7F,-104
2021-04-17 19:34:46,3,61662D7F,-104
2021-04-17 19:44:16,1,61662D7F,-104
2021-04-17 19:47:38,1,61662D7F,-104
2021-04-17 19:47:49,3,61662D7F,-104
2021-04-17 19:47:59,3,61662D7F,-104
2021-04-17 19:52:37,1,61662D7F,-104
2021-04-17 19:53:51,1,61662D7F,-104
2021-04-17 19:54:23,1,61662D7F,-104
2021-04-17 19:54:45,3,61662D7F,-104
2021-04-17 19:55:38,3,61662D7F,-104
2021-04-17 20:10:03,4,61662D7F,-104
2021-04-17 20:10:24,1,61662D7F,-104
2021-04-17 18:52:15,5,61662D7F,-103
2021-04-17 18:58:26,3,61662D7F,-103
2021-04-17 18:58:58,3,61662D7F,-103
2021-04-17 18:59:51,3,61662D7F,-103
2021-04-17 19:04:16,2,61662D7F,-103
2021-04-17 19:04:38,2,61662D7F,-103
2021-04-17 19:05:09,4,61662D7F,-103
2021-04-17 19:05:09,1,61662D7F,-103
2021-04-17 19:17:39,2,61662D7F,-103
2021-04-17 19:18:21,5,61662D7F,-103
2021-04-17 19:19:14,1,61662D7F,-103
2021-04-17 19:19:25,1,61662D7F,-103
2021-04-17 19:21:21,3,61662D7F,-103
2021-04-17 19:22:14,3,61662D7F,-103
2021-04-17 19:25:24,1,61662D7F,-103
2021-04-17 19:27:41,1,61662D7F,-103
2021-04-17 19:44:05,1,61662D7F,-103
2021-04-17 19:51:33,3,61662D7F,-103
2021-04-17 19:52:05,5,61662D7F,-103
2021-04-17 18:49:51,3,61662D7F,-102
2021-04-17 18:55:25,3,61662D7F,-102
2021-04-17 18:55:57,3,61662D7F,-102
2021-04-17 18:56:07,3,61662D7F,-102
2021-04-17 19:01:05,3,61662D7F,-102
2021-04-17 19:14:51,5,61662D7F,-102
2021-04-17 19:17:39,4,61662D7F,-102
2021-04-17 19:17:50,1,61662D7F,-102
2021-04-17 19:19:35,5,61662D7F,-102
2021-04-17 19:20:49,5,61662D7F,-102
2021-04-17 19:29:06,5,61662D7F,-102
2021-04-17 19:30:10,3,61662D7F,-102
2021-04-17 19:30:41,3,61662D7F,-102
2021-04-17 19:31:35,1,61662D7F,-102
2021-04-17 19:33:21,1,61662D7F,-102
2021-04-17 19:33:31,1,61662D7F,-102
2021-04-17 19:39:28,2,61662D7F,-102
2021-04-17 19:40:53,3,61662D7F,-102
2021-04-17 19:42:18,3,61662D7F,-102
2021-04-17 19:46:24,5,61662D7F,-102
2021-04-17 19:47:38,5,61662D7F,-102
2021-04-17 19:47:38,2,61662D7F,-102
2021-04-17 19:47:49,4,61662D7F,-102
2021-04-17 19:51:11,1,61662D7F,-102
2021-04-17 19:51:11,3,61662D7F,-102
2021-04-17 19:52:58,5,61662D7F,-102
2021-04-17 19:53:41,1,61662D7F,-102
2021-04-17 19:54:13,1,61662D7F,-102
2021-04-17 20:09:12,1,61662D7F,-102
2021-04-17 18:54:42,3,61662D7F,-101
2021-04-17 18:55:03,3,61662D7F,-101
2021-04-17 18:55:35,3,61662D7F,-101
2021-04-17 18:58:36,3,61662D7F,-101
2021-04-17 18:58:47,3,61662D7F,-101
2021-04-17 19:01:26,3,61662D7F,-101
2021-04-17 19:01:47,3,61662D7F,-101
2021-04-17 19:02:09,3,61662D7F,-101
2021-04-17 19:18:11,5,61662D7F,-101
2021-04-17 19:18:32,5,61662D7F,-101
2021-04-17 19:19:25,3,61662D7F,-101
2021-04-17 19:20:39,5,61662D7F,-101
2021-04-17 19:21:42,1,61662D7F,-101
2021-04-17 19:25:14,1,61662D7F,-101
2021-04-17 19:27:41,5,61662D7F,-101
2021-04-17 19:28:13,3,61662D7F,-101
2021-04-17 19:28:24,3,61662D7F,-101
2021-04-17 19:34:24,5,61662D7F,-101
2021-04-17 19:34:46,1,61662D7F,-101
2021-04-17 19:38:26,3,61662D7F,-101
2021-04-17 19:43:54,3,61662D7F,-101
2021-04-17 19:44:48,3,61662D7F,-101
2021-04-17 19:46:13,3,61662D7F,-101
2021-04-17 19:46:34,3,61662D7F,-101
2021-04-17 19:47:28,2,61662D7F,-101
2021-04-17 19:49:25,1,61662D7F,-101
2021-04-17 19:50:07,4,61662D7F,-101
2021-04-17 19:51:01,3,61662D7F,-101
2021-04-17 19:52:48,5,61662D7F,-101
2021-04-17 19:55:48,3,61662D7F,-101
2021-04-17 19:57:34,1,61662D7F,-101
2021-04-17 20:03:14,5,61662D7F,-101
2021-04-17 20:09:12,5,61662D7F,-101
2021-04-17 20:09:32,5,61662D7F,-101
2021-04-17 18:49:00,5,61662D7F,-100
2021-04-17 18:49:30,4,61662D7F,-100
2021-04-17 18:51:33,1,61662D7F,-100
2021-04-17 18:52:46,3,61662D7F,-100
2021-04-17 18:53:07,3,61662D7F,-100
2021-04-17 18:54:53,3,61662D7F,-100
2021-04-17 19:00:44,3,61662D7F,-100
2021-04-17 19:13:48,2,61662D7F,-100
2021-04-17 19:15:44,1,61662D7F,-100
2021-04-17 19:18:43,5,61662D7F,-100
2021-04-17 19:19:56,3,61662D7F,-100
2021-04-17 19:20:39,1,61662D7F,-100
2021-04-17 19:21:21,2,61662D7F,-100
2021-04-17 19:21:32,5,61662D7F,-100
2021-04-17 19:22:46,3,61662D7F,-100
2021-04-17 19:23:49,1,61662D7F,-100
2021-04-17 19:25:14,2,61662D7F,-100
2021-04-17 19:25:35,1,61662D7F,-100
2021-04-17 19:26:17,5,61662D7F,-100
2021-04-17 19:29:17,1,61662D7F,-100
2021-04-17 19:30:31,5,61662D7F,-100
2021-04-17 19:30:52,5,61662D7F,-100
2021-04-17 19:32:17,1,61662D7F,-100
2021-04-17 19:34:03,3,61662D7F,-100
2021-04-17 19:42:29,3,61662D7F,-100
2021-04-17 19:44:05,2,61662D7F,-100
2021-04-17 19:45:52,3,61662D7F,-100
2021-04-17 19:46:02,3,61662D7F,-100
2021-04-17 19:46:45,5,61662D7F,-100
2021-04-17 19:47:17,2,61662D7F,-100
2021-04-17 19:47:28,4,61662D7F,-100
2021-04-17 19:49:35,2,61662D7F,-100
2021-04-17 19:51:22,1,61662D7F,-100
2021-04-17 19:52:16,5,61662D7F,-100
2021-04-17 19:53:19,1,61662D7F,-100
2021-04-17 19:55:06,2,61662D7F,-100
2021-04-17 19:55:38,5,61662D7F,-100
2021-04-17 19:57:45,1,61662D7F,-100
2021-04-17 20:08:51,1,61662D7F,-100
2021-04-17 20:09:32,3,61662D7F,-100
2021-04-17 18:48:18,3,61662D7F,-99
2021-04-17 18:48:29,3,61662D7F,-99
2021-04-17 18:49:10,5,61662D7F,-99
2021-04-17 18:51:54,2,61662D7F,-99
2021-04-17 18:53:49,2,61662D7F,-99
2021-04-17 18:54:21,2,61662D7F,-99
2021-04-17 18:59:08,3,61662D7F,-99
2021-04-17 18:59:40,3,61662D7F,-99
2021-04-17 19:00:12,3,61662D7F,-99
2021-04-17 19:00:23,3,61662D7F,-99
2021-04-17 19:01:37,3,61662D7F,-99
2021-04-17 19:12:25,1,61662D7F,-99
2021-04-17 19:17:50,2,61662D7F,-99
2021-04-17 19:21:21,4,61662D7F,-99
2021-04-17 19:21:42,3,61662D7F,-99
2021-04-17 19:22:03,3,61662D7F,-99
2021-04-17 19:22:14,1,61662D7F,-99
2021-04-17 19:24:52,5,61662D7F,-99
2021-04-17 19:28:55,1,61662D7F,-99
2021-04-17 19:30:20,3,61662D7F,-99
2021-04-17 19:30:41,5,61662D7F,-99
2021-04-17 19:34:03,1,61662D7F,-99
2021-04-17 19:40:53,5,61662D7F,-99
2021-04-17 19:40:53,1,61662D7F,-99
2021-04-17 19:41:03,2,61662D7F,-99
2021-04-17 19:42:18,5,61662D7F,-99
2021-04-17 19:42:18,4,61662D7F,-99
2021-04-17 19:42:50,4,61662D7F,-99
2021-04-17 19:43:44,3,61662D7F,-99
2021-04-17 19:44:05,3,61662D7F,-99
2021-04-17 19:49:35,5,61662D7F,-99
2021-04-17 19:49:35,1,61662D7F,-99
2021-04-17 19:51:01,4,61662D7F,-99
2021-04-17 19:51:01,1,61662D7F,-99
2021-04-17 19:51:54,5,61662D7F,-99
2021-04-17 19:52:58,4,61662D7F,-99
2021-04-17 20:08:20,3,61662D7F,-99
2021-04-17 20:09:42,5,61662D7F,-99
2021-04-17 20:09:53,1,61662D7F,-99
2021-04-17 20:10:03,3,61662D7F,-99
2021-04-17 20:10:13,3,61662D7F,-99
2021-04-17 20:10:13,5,61662D7F,-99
2021-04-17 18:48:08,3,61662D7F,-98
2021-04-17 18:48:39,3,61662D7F,-98
2021-04-17 18:49:41,3,61662D7F,-98
2021-04-17 18:52:36,3,61662D7F,-98
2021-04-17 18:52:57,3,61662D7F,-98
2021-04-17 18:54:32,3,61662D7F,-98
2021-04-17 18:56:39,3,61662D7F,-98
2021-04-17 19:00:54,3,61662D7F,-98
2021-04-17 19:01:16,3,61662D7F,-98
2021-04-17 19:02:19,3,61662D7F,-98
2021-04-17 19:03:44,2,61662D7F,-98
2021-04-17 19:04:27,3,61662D7F,-98
2021-04-17 19:05:31,1,61662D7F,-98
2021-04-17 19:10:23,3,61662D7F,-98
2021-04-17 19:10:33,4,61662D7F,-98
2021-04-17 19:13:07,1,61662D7F,-98
2021-04-17 19:17:50,4,61662D7F,-98
2021-04-17 19:19:04,5,61662D7F,-98
2021-04-17 19:19:14,5,61662D7F,-98
2021-04-17 19:20:18,1,61662D7F,-98
2021-04-17 19:20:18,3,61662D7F,-98
2021-04-17 19:21:00,1,61662D7F,-98
2021-04-17 19:22:03,5,61662D7F,-98
2021-04-17 19:22:03,1,61662D7F,-98
2021-04-17 19:22:35,2,61662D7F,-98
2021-04-17 19:22:46,1,61662D7F,-98
2021-04-17 19:23:17,1,61662D7F,-98
2021-04-17 19:24:21,2,61662D7F,-98
2021-04-17 19:24:52,3,61662D7F,-98
2021-04-17 19:26:17,1,61662D7F,-98
2021-04-17 19:27:20,1,61662D7F,-98
2021-04-17 19:27:31,1,61662D7F,-98
2021-04-17 19:27:41,3,61662D7F,-98
2021-04-17 19:30:20,5,61662D7F,-98
2021-04-17 19:30:31,1,61662D7F,-98
2021-04-17 19:30:41,2,61662D7F,-98
2021-04-17 19:31:45,5,61662D7F,-98
2021-04-17 19:33:31,5,61662D7F,-98
2021-04-17 19:34:24,3,61662D7F,-98
2021-04-17 19:36:10,3,61662D7F,-98
2021-04-17 19:39:39,3,61662D7F,-98
2021-04-17 19:40:32,1,61662D7F,-98
2021-04-17 19:40:42,3,61662D7F,-98
2021-04-17 19:41:03,5,61662D7F,-98
2021-04-17 19:41:14,3,61662D7F,-98
2021-04-17 19:42:29,5,61662D7F,-98
2021-04-17 19:43:44,2,61662D7F,-98
2021-04-17 19:43:44,1,61662D7F,-98
2021-04-17 19:43:54,5,61662D7F,-98
2021-04-17 19:44:48,1,61662D7F,-98
2021-04-17 19:47:49,5,61662D7F,-98
2021-04-17 19:47:59,4,61662D7F,-98
2021-04-17 19:49:03,1,61662D7F,-98
2021-04-17 19:49:14,1,61662D7F,-98
2021-04-17 19:51:11,5,61662D7F,-98
2021-04-17 19:51:33,1,61662D7F,-98
2021-04-17 19:51:44,1,61662D7F,-98
2021-04-17 19:52:05,1,61662D7F,-98
2021-04-17 19:52:37,2,61662D7F,-98
2021-04-17 19:52:48,1,61662D7F,-98
2021-04-17 19:54:02,1,61662D7F,-98
2021-04-17 19:55:27,3,61662D7F,-98
2021-04-17 20:08:30,3,61662D7F,-98
2021-04-17 20:09:32,2,61662D7F,-98
2021-04-17 20:09:32,1,61662D7F,-98
2021-04-17 20:10:03,5,61662D7F,-98
2021-04-17 18:51:13,1,61662D7F,-97
2021-04-17 18:51:54,5,61662D7F,-97
2021-04-17 18:52:04,5,61662D7F,-97
2021-04-17 18:52:04,2,61662D7F,-97
2021-04-17 18:52:04,3,61662D7F,-97
2021-04-17 18:52:25,5,61662D7F,-97
2021-04-17 18:53:28,3,61662D7F,-97
2021-04-17 18:53:39,3,61662D7F,-97
2021-04-17 18:53:49,3,61662D7F,-97
2021-04-17 19:01:58,3,61662D7F,-97
2021-04-17 19:02:30,3,61662D7F,-97
2021-04-17 19:02:40,3,61662D7F,-97
2021-04-17 19:02:51,3,61662D7F,-97
2021-04-17 19:04:27,2,61662D7F,-97
2021-04-17 19:05:20,1,61662D7F,-97
2021-04-17 19:10:33,3,61662D7F,-97
2021-04-17 19:10:54,4,61662D7F,-97
2021-04-17 19:12:15,1,61662D7F,-97
2021-04-17 19:12:36,5,61662D7F,-97
2021-04-17 19:13:07,5,61662D7F,-97
2021-04-17 19:13:17,5,61662D7F,-97
2021-04-17 19:13:38,2,61662D7F,-97
2021-04-17 19:14:41,5,61662D7F,-97
2021-04-17 19:14:41,4,61662D7F,-97
2021-04-17 19:15:12,5,61662D7F,-97
2021-04-17 19:15:12,2,61662D7F,-97
2021-04-17 19:15:44,5,61662D7F,-97
2021-04-17 19:15:44,2,61662D7F,-97
2021-04-17 19:17:50,5,61662D7F,-97
2021-04-17 19:18:00,5,61662D7F,-97
2021-04-17 19:18:21,1,61662D7F,-97
2021-04-17 19:18:53,1,61662D7F,-97
2021-04-17 19:18:53,5,61662D7F,-97
2021-04-17 19:19:14,3,61662D7F,-97
2021-04-17 19:19:35,1,61662D7F,-97
2021-04-17 19:19:46,3,61662D7F,-97
2021-04-17 19:19:46,1,61662D7F,-97
2021-04-17 19:20:18,5,61662D7F,-97
2021-04-17 19:20:28,1,61662D7F,-97
2021-04-17 19:21:00,5,61662D7F,-97
2021-04-17 19:21:10,1,61662D7F,-97
2021-04-17 19:22:35,3,61662D7F,-97
2021-04-17 19:26:06,4,61662D7F,-97
2021-04-17 19:27:20,3,61662D7F,-97
2021-04-17 19:28:03,3,61662D7F,-97
2021-04-17 19:28:24,1,61662D7F,-97
2021-04-17 19:29:38,4,61662D7F,-97
2021-04-17 19:30:52,4,61662D7F,-97
2021-04-17 19:32:07,4,61662D7F,-97
2021-04-17 19:32:17,4,61662D7F,-97
2021-04-17 19:34:14,5,61662D7F,-97
2021-04-17 19:34:24,1,61662D7F,-97
2021-04-17 19:37:55,3,61662D7F,-97
2021-04-17 19:38:26,1,61662D7F,-97
2021-04-17 19:38:47,1,61662D7F,-97
2021-04-17 19:39:18,3,61662D7F,-97
2021-04-17 19:39:28,5,61662D7F,-97
2021-04-17 19:41:14,1,61662D7F,-97
2021-04-17 19:42:07,5,61662D7F,-97
2021-04-17 19:43:33,3,61662D7F,-97
2021-04-17 19:43:54,1,61662D7F,-97
2021-04-17 19:43:54,2,61662D7F,-97
2021-04-17 19:44:26,5,61662D7F,-97
2021-04-17 19:44:37,1,61662D7F,-97
2021-04-17 19:44:37,3,61662D7F,-97
2021-04-17 19:46:24,1,61662D7F,-97
2021-04-17 19:46:34,5,61662D7F,-97
2021-04-17 19:47:59,5,61662D7F,-97
2021-04-17 19:49:14,3,61662D7F,-97
2021-04-17 19:52:16,1,61662D7F,-97
2021-04-17 19:52:26,1,61662D7F,-97
2021-04-17 19:52:37,5,61662D7F,-97
2021-04-17 19:53:51,5,61662D7F,-97
2021-04-17 19:54:23,5,61662D7F,-97
2021-04-17 19:54:45,5,61662D7F,-97
2021-04-17 20:09:42,3,61662D7F,-97
2021-04-17 20:09:53,5,61662D7F,-97
2021-04-17 18:43:05,1,61662D7F,-96
2021-04-17 18:47:05,5,61662D7F,-96
2021-04-17 18:51:13,5,61662D7F,-96
2021-04-17 18:51:33,2,61662D7F,-96
2021-04-17 18:51:33,5,61662D7F,-96
2021-04-17 18:51:44,1,61662D7F,-96
2021-04-17 18:51:44,5,61662D7F,-96
2021-04-17 18:52:15,2,61662D7F,-96
2021-04-17 18:52:46,2,61662D7F,-96
2021-04-17 18:54:11,3,61662D7F,-96
2021-04-17 19:03:02,3,61662D7F,-96
2021-04-17 19:03:55,3,61662D7F,-96
2021-04-17 19:04:06,2,61662D7F,-96
2021-04-17 19:05:09,2,61662D7F,-96
2021-04-17 19:05:09,5,61662D7F,-96
2021-04-17 19:08:09,4,61662D7F,-96
2021-04-17 19:12:36,2,61662D7F,-96
2021-04-17 19:13:17,2,61662D7F,-96
2021-04-17 19:13:27,2,61662D7F,-96
2021-04-17 19:14:51,2,61662D7F,-96
2021-04-17 19:15:33,2,61662D7F,-96
2021-04-17 19:15:54,1,61662D7F,-96
2021-04-17 19:16:05,1,61662D7F,-96
2021-04-17 19:16:15,4,61662D7F,-96
2021-04-17 19:16:36,1,61662D7F,-96
2021-04-17 19:16:57,5,61662D7F,-96
2021-04-17 19:17:08,2,61662D7F,-96
2021-04-17 19:17:08,5,61662D7F,-96
2021-04-17 19:17:39,5,61662D7F,-96
2021-04-17 19:19:04,1,61662D7F,-96
2021-04-17 19:19:56,5,61662D7F,-96
2021-04-17 19:20:28,3,61662D7F,-96
2021-04-17 19:20:49,3,61662D7F,-96
2021-04-17 19:21:32,1,61662D7F,-96
2021-04-17 19:21:42,5,61662D7F,-96
2021-04-17 19:21:53,3,61662D7F,-96
2021-04-17 19:25:03,3,61662D7F,-96
2021-04-17 19:26:17,2,61662D7F,-96
2021-04-17 19:28:13,5,61662D7F,-96
2021-04-17 19:28:34,4,61662D7F,-96
2021-04-17 19:28:34,3,61662D7F,-96
2021-04-17 19:29:48,1,61662D7F,-96
2021-04-17 19:30:10,1,61662D7F,-96
2021-04-17 19:30:20,1,61662D7F,-96
2021-04-17 19:30:31,2,61662D7F,-96
2021-04-17 19:31:56,2,61662D7F,-96
2021-04-17 19:32:17,2,61662D7F,-96
2021-04-17 19:33:00,3,61662D7F,-96
2021-04-17 19:33:00,4,61662D7F,-96
2021-04-17 19:33:00,1,61662D7F,-96
2021-04-17 19:33:31,3,61662D7F,-96
2021-04-17 19:34:14,1,61662D7F,-96
2021-04-17 19:34:14,3,61662D7F,-96
2021-04-17 19:38:36,5,61662D7F,-96
2021-04-17 19:39:28,3,61662D7F,-96
2021-04-17 19:40:42,1,61662D7F,-96
2021-04-17 19:41:25,1,61662D7F,-96
2021-04-17 19:41:57,4,61662D7F,-96
2021-04-17 19:42:18,2,61662D7F,-96
2021-04-17 19:46:02,1,61662D7F,-96
2021-04-17 19:46:13,5,61662D7F,-96
2021-04-17 19:46:13,1,61662D7F,-96
2021-04-17 19:47:49,1,61662D7F,-96
2021-04-17 19:49:57,5,61662D7F,-96
2021-04-17 19:50:50,3,61662D7F,-96
2021-04-17 19:51:01,5,61662D7F,-96
2021-04-17 19:51:33,5,61662D7F,-96
2021-04-17 19:51:54,1,61662D7F,-96
2021-04-17 19:52:58,1,61662D7F,-96
2021-04-17 19:53:09,5,61662D7F,-96
2021-04-17 19:53:19,5,61662D7F,-96
2021-04-17 19:53:41,5,61662D7F,-96
2021-04-17 19:53:51,2,61662D7F,-96
2021-04-17 19:53:51,3,61662D7F,-96
2021-04-17 19:54:02,5,61662D7F,-96
2021-04-17 19:55:38,2,61662D7F,-96
2021-04-17 19:55:48,5,61662D7F,-96
2021-04-17 19:56:20,1,61662D7F,-96
2021-04-17 19:57:34,5,61662D7F,-96
2021-04-17 19:57:45,5,61662D7F,-96
2021-04-17 20:08:10,3,61662D7F,-96
2021-04-17 20:08:30,2,61662D7F,-96
2021-04-17 20:08:41,2,61662D7F,-96
2021-04-17 20:09:01,3,61662D7F,-96
2021-04-17 18:51:23,2,61662D7F,-95
2021-04-17 18:51:33,3,61662D7F,-95
2021-04-17 18:57:43,3,61662D7F,-95
2021-04-17 19:03:12,3,61662D7F,-95
2021-04-17 19:14:30,2,61662D7F,-95
2021-04-17 19:15:22,5,61662D7F,-95
2021-04-17 19:15:33,5,61662D7F,-95
2021-04-17 19:15:44,4,61662D7F,-95
2021-04-17 19:16:26,1,61662D7F,-95
2021-04-17 19:16:47,1,61662D7F,-95
2021-04-17 19:16:57,1,61662D7F,-95
2021-04-17 19:17:08,3,61662D7F,-95
2021-04-17 19:18:43,1,61662D7F,-95
2021-04-17 19:20:28,5,61662D7F,-95
2021-04-17 19:20:39,3,61662D7F,-95
2021-04-17 19:20:49,1,61662D7F,-95
2021-04-17 19:21:53,1,61662D7F,-95
2021-04-17 19:22:24,3,61662D7F,-95
2021-04-17 19:22:35,1,61662D7F,-95
2021-04-17 19:23:07,2,61662D7F,-95
2021-04-17 19:23:38,1,61662D7F,-95
2021-04-17 19:24:52,1,61662D7F,-95
2021-04-17 19:25:24,3,61662D7F,-95
2021-04-17 19:25:45,5,61662D7F,-95
2021-04-17 19:25:45,3,61662D7F,-95
2021-04-17 19:28:03,1,61662D7F,-95
2021-04-17 19:28:24,5,61662D7F,-95
2021-04-17 19:28:55,5,61662D7F,-95
2021-04-17 19:29:27,5,61662D7F,-95
2021-04-17 19:29:48,3,61662D7F,-95
2021-04-17 19:29:59,3,61662D7F,-95
2021-04-17 19:30:52,1,61662D7F,-95
2021-04-17 19:31:35,2,61662D7F,-95
2021-04-17 19:31:45,2,61662D7F,-95
2021-04-17 19:38:57,1,61662D7F,-95
2021-04-17 19:38:57,3,61662D7F,-95
2021-04-17 19:39:08,2,61662D7F,-95
2021-04-17 19:39:18,5,61662D7F,-95
2021-04-17 19:40:21,2,61662D7F,-95
2021-04-17 19:40:32,3,61662D7F,-95
2021-04-17 19:40:42,2,61662D7F,-95
2021-04-17 19:42:29,4,61662D7F,-95
2021-04-17 19:42:39,3,61662D7F,-95
2021-04-17 19:44:05,5,61662D7F,-95
2021-04-17 19:45:52,1,61662D7F,-95
2021-04-17 19:46:45,1,61662D7F,-95
2021-04-17 19:48:42,4,61662D7F,-95
2021-04-17 19:49:14,5,61662D7F,-95
2021-04-17 19:49:25,2,61662D7F,-95
2021-04-17 19:49:35,3,61662D7F,-95
2021-04-17 19:49:46,3,61662D7F,-95
2021-04-17 19:49:46,1,61662D7F,-95
2021-04-17 19:49:57,2,61662D7F,-95
2021-04-17 19:52:05,2,61662D7F,-95
2021-04-17 19:52:26,5,61662D7F,-95
2021-04-17 19:54:13,5,61662D7F,-95
2021-04-17 19:56:20,2,61662D7F,-95
2021-04-17 20:10:03,2,61662D7F,-95
2021-04-17 20:10:24,5,61662D7F,-95
2021-04-17 18:51:02,5,61662D7F,-94
2021-04-17 18:52:25,3,61662D7F,-94
2021-04-17 18:59:19,3,61662D7F,-94
2021-04-17 18:59:29,3,61662D7F,-94
2021-04-17 19:03:44,3,61662D7F,-94
2021-04-17 19:04:06,3,61662D7F,-94
2021-04-17 19:12:05,1,61662D7F,-94
2021-04-17 19:13:17,3,61662D7F,-94
2021-04-17 19:14:30,5,61662D7F,-94
2021-04-17 19:15:01,2,61662D7F,-94
2021-04-17 19:16:15,1,61662D7F,-94
2021-04-17 19:17:08,1,61662D7F,-94
2021-04-17 19:17:18,5,61662D7F,-94
2021-04-17 19:18:11,3,61662D7F,-94
2021-04-17 19:19:46,5,61662D7F,-94
2021-04-17 19:20:28,2,61662D7F,-94
2021-04-17 19:22:14,5,61662D7F,-94
2021-04-17 19:24:00,2,61662D7F,-94
2021-04-17 19:25:24,5,61662D7F,-94
2021-04-17 19:27:52,1,61662D7F,-94
